,sector,industry,market_cap,country,full_name,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,enterprise_value,ev_to_ebitda,dividend_yield,dividend_rate,payout_ratio,five_year_avg_dividend_yield,profit_margins,operating_margins,gross_margins,roe,roa,revenue_growth,earnings_growth,earnings_quarterly_growth,beta,52week_high,52week_low,52week_change,current_ratio,quick_ratio,debt_to_equity,total_debt,total_cash,recommendation,recommendation_mean,target_mean_price,target_high_price,target_low_price,number_of_analysts,employees,exchange,quote_type,main_cluster,n_clusters
FFIV,Technology,Software - Infrastructure,19714146304,United States,"F5, Inc.",30.023623,22.283768,,5.7200723,6.5178146,18547005440.0,21.739,,,0.0,,0.22058001,0.25157,0.81029,0.20583999,0.08269,0.122,0.332,0.318,1.063,346.0,213.24,0.5697696,1.602,1.449,7.484,259818000.0,1426957056.0,hold,2.84615,333.0,390.0,260.0,11.0,6159.0,NMS,EQUITY,cube3_cluster0,2
CDW,Technology,Information Technology Services,19702362112,United States,CDW Corporation,18.355312,14.854743,,7.9882035,0.9005435,25410762752.0,12.669,1.69,2.5,0.3103,1.14,0.04921,0.07534,0.21572,0.46388,0.07434,0.102,-0.01,-0.035,1.003,224.35,137.31,-0.32989597,1.35,1.167,250.867,6189400064.0,481000000.0,none,,206.8,235.0,176.0,10.0,15100.0,NMS,EQUITY,cube1_cluster1,2
DLTR,Consumer Defensive,Discount Stores,19495245824,United States,"Dollar Tree, Inc.",17.966166,15.772278,,5.4254413,1.0508944,26171645952.0,12.334,,,0.0,,-0.15799,0.04879,0.35829,0.20055,0.0529,0.123,0.479,0.423,0.858,118.06,60.49,0.36704564,1.036,0.191,203.675,7342700032.0,666300032.0,buy,2.42857,107.43478,135.0,70.0,23.0,64434.0,NMS,EQUITY,cube2_cluster0,2
ZBH,Healthcare,Medical Devices,19486701568,United States,"Zimmer Biomet Holdings, Inc.",23.992683,11.438372,,1.554274,2.4875157,26010847232.0,10.048,1.01,0.96,0.2341,0.79,0.10512,0.19521,0.71248,0.06529,0.04359,0.07,-0.347,-0.371,0.667,114.72,89.22,-0.090917766,1.872,0.803,61.603,7721500160.0,556899968.0,buy,2.5,110.70833,130.0,96.0,24.0,17000.0,NYQ,EQUITY,cube2_cluster0,2
RL,Consumer Cyclical,Apparel Manufacturing,19215980544,United States,Ralph Lauren Corporation,25.312101,24.417818,,7.6594315,2.6374204,20220076032.0,16.674,1.15,3.65,0.2706,2.23,0.109069996,0.16253,0.69029,0.32554,0.08615,0.137,0.349,0.307,1.626,330.11,176.61,0.5762981,1.837,1.236,128.776,3239099904.0,2276800000.0,buy,1.66667,348.93124,430.0,185.0,16.0,15000.0,NYQ,EQUITY,cube3_cluster1,2
HAL,Energy,Oil & Gas Equipment & Services,19183548416,United States,Halliburton Company,10.535211,6.9046154,,1.8221682,0.86280245,25697390592.0,5.794,3.02,0.68,0.3192,1.68,0.08375,0.13194,0.17063999,0.18229,0.08234999,-0.055,-0.313,-0.334,1.022,32.57,18.72,-0.23024291,1.997,1.199,81.17,8560999936.0,2038000000.0,buy,1.84,27.04348,35.0,20.0,23.0,48000.0,NYQ,EQUITY,cube2_cluster1,2
PKG,Consumer Cyclical,Packaging & Containers,18963927040,United States,Packaging Corporation of America,20.744095,18.750889,,4.0662923,2.1946957,20765597696.0,11.449,2.41,5.0,0.499,2.85,0.10468,0.14807001,0.22195,0.20653999,0.0883,0.046,0.208,0.214,0.921,250.82,172.72,-0.05910325,3.538,2.212,60.681,2810800128.0,880300032.0,buy,2.36364,223.3,264.0,152.0,10.0,15400.0,NYQ,EQUITY,cube2_cluster0,2
PSKY,Communication Services,Entertainment,18744225792,United States,Paramount Skydance Corporation,576.3334,13.687461,,0.6986424,0.651837,24831348736.0,9.639,1.17,0.2,6.6667,2.96,-0.00049,0.10264,0.31774,0.00093999994,0.03042,0.005,,,1.273,20.86,9.95,0.6285714,1.388,1.034,90.626,15507000320.0,2739000064.0,hold,3.44444,13.79133,20.0,8.0,15.0,18600.0,NMS,EQUITY,cube3_cluster1,2
J,Industrials,Engineering & Construction,18889154560,United States,Jacobs Solutions Inc.,39.505,23.762405,,4.9491057,1.5960028,21517705216.0,17.262,0.83,1.28,0.31280002,0.75,0.04161,0.08728,0.25030002,0.084230006,0.04778,0.051,0.322,0.222,0.8,158.02,105.178215,0.12367427,1.395,1.354,63.387,3004278016.0,1293307008.0,buy,1.86667,156.895,175.0,132.63493,13.0,45000.0,NYQ,EQUITY,cube3_cluster0,2
TSN,Consumer Defensive,Farm Products,18535585792,United States,"Tyson Foods, Inc.",23.69955,15.099999,,1.0253177,0.34232605,26449412096.0,7.729,3.84,2.0,0.90449995,2.95,0.014479999,0.03637,0.0777,0.04434,0.03582,0.04,-0.685,-0.681,0.56,65.95,51.0711,-0.12978119,1.733,0.703,49.085,9064999936.0,1548000000.0,buy,2.5,62.41667,80.0,53.0,12.0,138000.0,NYQ,EQUITY,cube1_cluster1,2
WST,Healthcare,Medical Instruments & Supplies,18873516032,United States,"West Pharmaceutical Services, Inc.",39.214718,34.730057,,6.410811,6.375757,18578536448.0,23.532,0.34,0.88,0.1243,0.24,0.16475001,0.20874001,0.35271,0.17716,0.105349995,0.092,0.205,0.184,1.068,352.33,187.43,-0.098165214,2.78,1.852,10.522,308200000.0,509700000.0,strong_buy,1.42857,317.16666,350.0,275.0,12.0,10600.0,NYQ,EQUITY,cube2_cluster1,2
AMCR,Consumer Cyclical,Packaging & Containers,18697715712,Switzerland,Amcor plc,25.312502,10.253164,,1.5919813,1.2457669,32888782848.0,16.146,6.39,0.51,1.5859,4.59,0.03405,0.06277,0.18882,0.066020004,0.030669998,0.438,,,0.719,11.46,7.81,-0.29815304,1.207,0.609,130.417,15310999552.0,827000000.0,buy,1.75,10.53636,12.0,9.0,11.0,77000.0,NYQ,EQUITY,cube1_cluster1,2
IT,Technology,Information Technology Services,18686291968,United States,"Gartner, Inc.",15.127529,18.705837,,12.36432,2.9106333,19350364160.0,14.635,,,0.0,,0.19709,0.19392,0.67959,1.16125,0.09347,0.057,0.061,0.049,1.2,584.01,223.65,-0.53709155,1.106,0.979,186.789,2862774016.0,2198703104.0,hold,2.58333,300.1,457.0,225.0,10.0,20994.0,NYQ,EQUITY,cube0_cluster1,2
LII,Industrials,Building Products & Equipment,18645372928,United States,Lennox International Inc.,22.41723,22.724316,,20.709244,3.442265,20136073216.0,17.494,0.99,5.2,0.2032,1.14,0.15408,0.23119,0.33133,1.12944,0.19141,0.034,0.138,0.129,1.105,689.44,500.1,-0.11905563,1.413,0.651,171.66,1545799936.0,55100000.0,hold,2.8,620.25,730.0,490.0,16.0,14200.0,NYQ,EQUITY,cube1_cluster1,2
GPC,Consumer Cyclical,Auto Parts,18591076352,United States,Genuine Parts Company,22.692701,15.780401,,3.9531515,0.7820951,24570847232.0,13.005,3.13,4.12,0.69879997,2.69,0.03403,0.06877,0.3688,0.17443001,0.04557,0.034,-0.133,-0.138,0.772,144.29,104.01,-0.06203264,1.137,0.437,136.085,6421760000.0,457992992.0,buy,2.41667,143.77779,200.0,119.0,9.0,63000.0,NYQ,EQUITY,cube3_cluster0,2
TRMB,Technology,Scientific & Technical Instruments,18571108352,United States,Trimble Inc.,66.70086,26.18792,,3.2652721,5.1939893,19584397312.0,26.642,,,0.0,,0.08018,0.15096,0.69575995,0.05065,0.035439998,0.006,-0.931,-0.932,1.657,87.5,52.91,0.24854183,0.936,0.585,26.589,1512400000.0,265900000.0,strong_buy,1.5,97.7,105.0,93.0,10.0,12100.0,NMS,EQUITY,cube2_cluster0,2
GDDY,Technology,Software - Infrastructure,18312652800,United States,GoDaddy Inc.,23.619644,19.71237,,45.422394,3.8535917,21058834432.0,18.068,,,0.0,,0.17014,0.21871,0.63974,2.8803,0.081199996,0.083,0.396,0.366,0.978,216.0,130.0,-0.1872698,0.637,0.42,959.866,3881700096.0,1154899968.0,buy,2.05556,189.0,250.0,145.0,16.0,5518.0,NYQ,EQUITY,cube0_cluster1,2
PFG,Financial Services,Asset Management,18108848128,United States,"Principal Financial Group, Inc.",16.065218,9.631517,,1.5893406,1.1968203,17802145792.0,10.517,3.92,3.12,0.5968,3.54,0.07532,0.14093,0.45146,0.10395,0.0028600001,-0.148,0.201,0.15,1.029,91.98,68.39,-0.114679396,1.473,0.298,35.165,4169999872.0,4919900160.0,hold,3.08333,87.91667,103.0,73.0,12.0,19700.0,NMS,EQUITY,cube2_cluster0,2
PNR,Industrials,Specialty Industrial Machinery,18099650560,United Kingdom,Pentair plc,29.760109,22.76495,,4.928798,4.4147644,19559749632.0,18.477,0.92,1.0,0.26229998,1.28,0.14864,0.25545,0.40139,0.17153999,0.09052,0.022,-0.189,-0.202,1.104,113.95,74.25,0.10498524,1.447,0.748,43.655,1603100032.0,143000000.0,buy,1.95,117.89474,133.0,97.0,19.0,9750.0,NYQ,EQUITY,cube2_cluster0,2
APTV,Consumer Cyclical,Auto Parts,18015268864,Switzerland,Aptiv PLC,18.717196,11.852436,,1.8591429,0.9101379,24975976448.0,7.947,,,0.0,1.16,0.05118,0.11002,0.19193001,0.094639994,0.05565,0.031,-0.481,-0.581,1.549,88.8,47.19,0.16714287,1.762,1.2,83.689,8348000256.0,1448000000.0,buy,1.90476,94.64706,109.0,60.0,17.0,141000.0,NYQ,EQUITY,cube3_cluster0,2
EVRG,Utilities,Utilities - Regulated Electric,17972828160,United States,"Evergy, Inc.",21.277927,19.329206,,1.8046728,3.0564475,32797128704.0,12.277,3.45,2.67,0.72660005,3.9,0.14287,0.23793,0.52052,0.0864,0.02843,-0.007,-0.177,-0.172,0.551,78.56,59.23,0.28422272,0.503,0.113,148.129,14811700224.0,27800000.0,buy,1.72727,77.88889,87.0,70.0,9.0,4731.0,NMS,EQUITY,cube4_cluster0,2
CNC,Healthcare,Healthcare Plans,17896886272,United States,Centene Corporation,8.823244,5.176136,,0.6530232,0.112084605,18289887232.0,3.838,,,0.0,,0.01286,-0.00947,0.12746,0.07442,0.02587,0.166,,,0.476,71.04,25.08,-0.46904206,1.098,1.054,63.909,17577000960.0,17280999424.0,hold,2.61111,35.82353,70.0,24.0,17.0,60500.0,NYQ,EQUITY,cube1_cluster0,2
CTRA,Energy,Oil & Gas E&P,17712478208,United States,Coterra Energy Inc.,11.105263,9.961373,,1.2166483,2.842182,21917478912.0,5.325,3.8,0.88,0.4115,4.48,0.25289,0.42282,0.74759,0.1142,0.05783,0.348,1.309,1.323,0.27,29.95,22.46,-0.038190126,1.126,0.982,30.136,4389000192.0,192000000.0,buy,1.66667,32.375,39.0,26.0,24.0,915.0,NYQ,EQUITY,cube2_cluster0,2
MKC,Consumer Defensive,Packaged Foods,17538007040,United States,"McCormick & Company, Incorporated",22.689655,21.089745,,3.0696025,2.5837162,21953318912.0,16.986,2.75,1.8,0.6146,1.88,0.11462,0.17091,0.38231,0.1385,0.05155,0.027,0.011,0.011,0.628,86.24,63.66,-0.19793838,0.713,0.245,75.356,4358300160.0,94900000.0,buy,2.33333,77.53846,93.0,67.0,13.0,14100.0,NYQ,EQUITY,cube1_cluster1,2
SNA,Industrials,Tools & Accessories,17580099584,United States,Snap-on Incorporated,17.700628,16.750496,,3.0757577,3.4668596,17446400000.0,12.891,2.58,8.56,0.4411,2.43,0.1972,0.25595,0.51963,0.18558,0.099209994,0.001,-0.069,-0.077,0.774,373.9,289.81,0.12280166,4.482,3.233,22.659,1300499968.0,1458200064.0,buy,2.5,351.125,400.0,285.0,8.0,13000.0,NYQ,EQUITY,cube2_cluster0,2
LNT,Utilities,Utilities - Regulated Electric,17564471296,United States,Alliant Energy Corporation,20.896025,21.154799,,2.4574716,4.2385306,28536707072.0,15.74,3.0,2.03,0.6096,3.14,0.20076999,0.23205,0.47104,0.119399995,0.02734,0.075,0.996,1.0,0.54,68.61,56.08,0.10772753,0.572,0.328,158.251,11306999808.0,329000000.0,buy,2.18182,69.7,77.0,64.0,10.0,2998.0,NMS,EQUITY,cube3_cluster0,2
LUV,Industrials,Airlines,17551771648,United States,Southwest Airlines Co.,49.880592,21.018866,,2.193921,0.63889676,19053772800.0,11.123,2.26,0.72,1.125,1.03,0.01427,0.031059999,0.21621999,0.04246,0.00669,-0.015,-0.326,-0.42,1.2,37.96,23.82,0.04624462,0.559,0.445,66.763,5341000192.0,3839000064.0,hold,2.95455,33.8,46.0,24.0,19.0,72242.0,NYQ,EQUITY,cube2_cluster1,2
INVH,Real Estate,REIT - Residential,17476864000,United States,Invitation Homes Inc.,32.03371,38.527027,,1.8076338,6.601303,25479243776.0,17.536,4.11,1.16,1.2921001,2.66,0.20586,0.27708998,0.58504003,0.05531,0.023810001,0.044,0.926,0.925,0.812,35.799,27.71,-0.15570831,1.729,0.476,84.594,8210143232.0,85391000.0,buy,2.20833,36.56818,41.0,31.0,22.0,1750.0,NYQ,EQUITY,cube1_cluster1,2
WY,Real Estate,REIT - Specialty,17265758208,United States,Weyerhaeuser Company,62.894737,27.790697,,1.8114294,2.4539165,21843111936.0,20.744,3.51,0.84,2.1578999,2.41,0.03965,0.08493,0.17254,0.02851,0.02073,-0.028,-0.494,-0.497,1.063,33.57,23.54,-0.27594554,1.038,0.573,54.504,5191000064.0,592000000.0,buy,1.61538,32.0,38.0,27.0,12.0,9440.0,NYQ,EQUITY,cube1_cluster1,2
ERIE,Financial Services,Insurance Brokers,16715454464,United States,Erie Indemnity Company,26.761667,23.965673,,7.686821,4.206763,16436260864.0,20.909,1.71,5.46,0.4418,1.74,0.15728,0.19319001,0.17566,0.31144,0.15571,0.07,0.067,0.066,0.297,539.1,306.8,-0.3922382,1.473,1.361,1.609,35159000.0,391265984.0,none,,,,,,6715.0,NMS,EQUITY,cube1_cluster1,2
INCY,Healthcare,Biotechnology,16785937408,United States,Incyte Corporation,20.037296,14.0,,4.000745,3.6610584,14406607872.0,13.58,,,0.0,,0.18993999,0.25634,0.53223,0.24299,0.11524,0.165,,,0.737,88.66,53.56,0.27817166,2.85,2.553,1.017,42408000.0,2421737984.0,buy,2.42308,84.7619,115.0,60.0,21.0,2617.0,NMS,EQUITY,cube3_cluster0,2
ESS,Real Estate,REIT - Residential,17790656512,United States,"Essex Property Trust, Inc.",20.69992,43.084717,,2.9642625,9.423232,23658999808.0,19.662,3.99,10.28,0.8071,3.41,0.42391998,0.33938998,0.68718004,0.1512,0.02947,0.059,1.376,1.382,0.823,316.29,243.85,-0.11974573,0.351,0.101,116.679,6812720128.0,61779000.0,hold,2.59259,292.86,318.0,239.0,25.0,1712.0,NYQ,EQUITY,cube2_cluster0,2
FTV,Technology,Scientific & Technical Instruments,16588631040,United States,Fortive Corporation,21.888391,11.757793,,1.5971724,2.6982598,19740329984.0,12.054,0.49,0.24,0.1441,0.43,0.12507,0.17329,0.59778,0.0736,0.0385,-0.022,-0.109,-0.146,1.128,62.788242,45.504898,-0.16603285,0.983,0.77,47.908,4977299968.0,1832700032.0,hold,2.55556,57.125,65.0,50.0,16.0,18000.0,NYQ,EQUITY,cube1_cluster1,2
GEN,Technology,Software - Infrastructure,16523768832,United States,Gen Digital Inc.,27.947918,10.95102,,6.988799,3.9091008,24548706304.0,12.806,1.87,0.5,0.5208,2.16,0.14123,0.36675,0.7982,0.27543,0.06748,0.303,-0.246,-0.254,0.934,32.22,22.74,-0.05016011,0.5,0.399,377.717,8933000192.0,828000000.0,buy,2.08333,34.30636,46.0,25.0,11.0,3500.0,NMS,EQUITY,cube2_cluster0,2
BG,Consumer Defensive,Farm Products,16487111680,United States,Bunge Global SA,8.159406,8.861291,,1.0179856,0.32415384,22636111872.0,12.085,3.46,2.8,0.2762,2.66,0.027090002,0.02804,0.061539996,0.12528,0.03137,-0.036,4.438,4.057,0.646,96.73,67.4,-0.1446979,2.065,0.956,102.15,12213000192.0,7136999936.0,buy,1.77778,89.77778,100.0,80.0,9.0,37000.0,NYQ,EQUITY,cube2_cluster0,2
BBY,Consumer Cyclical,Specialty Retail,16272343040,United States,"Best Buy Co., Inc.",21.32873,11.288012,,5.981098,0.3911809,18678919168.0,7.254,4.91,3.8,1.0412999,3.93,0.0187,0.03867,0.22544001,0.26722,0.06979,0.016,-0.351,-0.361,1.243,99.8,54.99,-0.20621091,1.038,0.297,150.074,4076000000.0,1619000064.0,buy,2.37037,80.09524,95.0,60.0,21.0,85000.0,NYQ,EQUITY,cube2_cluster1,2
EXPD,Industrials,Integrated Freight & Logistics,15931998208,United States,"Expeditors International of Washington, Inc.",18.574366,21.819702,,7.2257786,1.4132706,15364314112.0,13.069,1.35,1.54,0.2447,1.14,0.07565,0.09342,0.13541001,0.39038,0.14571999,0.087,0.081,0.046,1.076,129.15,100.47,-0.06081581,1.725,1.494,26.694,586550016.0,1156162048.0,underperform,3.66667,114.5625,130.0,90.0,16.0,19666.0,NYQ,EQUITY,cube2_cluster0,2
IFF,Basic Materials,Specialty Chemicals,15805223936,United States,International Flavors & Fragrances Inc.,,13.3774395,,1.0973309,1.3983212,21871224832.0,12.357,2.66,1.6,1.6841999,2.8,-0.03477,0.09515,0.36247003,-0.02722,0.01799,-0.043,2.606,2.6,1.087,106.77,59.14,-0.43339306,1.862,0.902,47.451,6849999872.0,816000000.0,buy,1.8,81.95882,105.0,66.0,17.0,22400.0,NYQ,EQUITY,cube0_cluster0,2
MAA,Real Estate,REIT - Residential,16147597312,United States,"Mid-America Apartment Communities, Inc.",27.69358,32.231323,,2.6580288,7.3393,20856254464.0,16.817,4.5,6.06,1.2284,3.28,0.25982,0.27533,0.58847,0.09573,0.03398,0.006,0.064,0.061,0.777,173.38,133.24,-0.11869514,0.059,0.039,83.591,5073380864.0,54482000.0,buy,2.42308,156.76,177.0,121.0,25.0,2532.0,NYQ,EQUITY,cube1_cluster1,2
TKO,Communication Services,Entertainment,15603545088,United States,"TKO Group Holdings, Inc.",77.53877,58.632717,,3.6424122,5.2609034,24225640448.0,25.778,1.61,3.04,0.31149998,,0.07111,0.28148,0.74814004,0.066700004,0.02619,0.097,0.627,0.664,0.266,212.49,114.01,0.5044671,1.296,0.833,29.527,3059768064.0,535060992.0,buy,1.52381,216.83333,250.0,117.0,18.0,,NYQ,EQUITY,cube3_cluster0,2
DOW,Basic Materials,Chemicals,15537863680,United States,Dow Inc.,,7.0482316,,0.9017236,0.37155032,31912441856.0,8.263,6.54,1.4,7.0,5.78,-0.023459999,0.00208,0.07972,-0.04739,0.010629999,-0.074,,,0.857,53.56,20.402,-0.59254324,1.689,0.779,97.386,18105999360.0,2737999872.0,hold,2.7,27.58824,45.0,20.0,17.0,36000.0,NYQ,EQUITY,cube0_cluster0,2
OMC,Communication Services,Advertising Agencies,15216933888,United States,Omnicom Group Inc.,10.940112,9.091435,,3.3914773,0.9563902,20035633152.0,7.849,3.66,2.8,0.40060002,3.52,0.08668,0.14792,0.18574,0.28959,0.051909998,0.042,-0.206,-0.215,0.97,107.0,68.37,-0.26446837,0.922,0.733,129.382,7110300160.0,3300400128.0,buy,1.9,99.66667,115.0,80.0,9.0,74900.0,NYQ,EQUITY,cube2_cluster0,2
CHRW,Industrials,Integrated Freight & Logistics,15113307136,United States,"C.H. Robinson Worldwide, Inc.",28.251656,26.886555,,8.486175,0.8883607,16649038848.0,20.159,1.99,2.48,0.5636,2.38,0.03141,0.05314,0.082100004,0.32432997,0.090500005,-0.077,0.2,0.208,0.905,138.0,84.68,0.14014661,1.313,1.256,94.807,1691725056.0,155992992.0,buy,2.18519,136.23077,166.0,71.0,26.0,13166.0,NMS,EQUITY,cube3_cluster0,2
ALLE,Industrials,Security & Protection Services,15074649088,Ireland,Allegion plc,24.087793,22.541721,,8.437845,3.8886263,16648249344.0,17.825,1.17,2.04,0.275,1.35,0.16153,0.21497,0.44827998,0.38994,0.10665,0.058,0.045,0.028,1.078,180.34,116.57,0.16157293,2.303,1.557,124.847,2230400000.0,656800000.0,hold,2.58333,178.45454,198.0,165.0,11.0,14400.0,NYQ,EQUITY,cube3_cluster0,2
LYB,Basic Materials,Specialty Chemicals,15008114688,United States,LyondellBasell Industries N.V.,97.208336,5.41928,,1.2601615,0.38825804,26776115200.0,9.519,11.84,5.48,11.468101,5.6,0.0066000004,0.04087,0.086969994,0.0121,0.02639,-0.118,-0.877,-0.876,0.89,93.1,44.89,-0.4974476,1.774,0.788,111.01,13360000000.0,1718000000.0,hold,2.9,57.83333,90.0,43.0,18.0,20000.0,NYQ,EQUITY,cube1_cluster1,2
EG,Financial Services,Insurance - Reinsurance,14962849792,Bermuda,"Everest Group, Ltd.",18.350822,5.3669324,,0.9952322,0.84459525,14145849344.0,,2.28,8.0,0.41799998,2.15,0.045500003,0.195,0.06706,0.0552,0.01199,0.075,-0.037,-0.061,0.472,401.82,320.0,-0.09586853,0.393,0.277,23.89,3588000000.0,4405000192.0,hold,2.53333,390.2,500.0,287.0,15.0,3037.0,NYQ,EQUITY,cube2_cluster0,2
TXT,Industrials,Aerospace & Defense,14926476288,United States,Textron Inc.,18.40879,12.501493,,2.007574,1.061476,17661474816.0,11.712,0.1,0.08,0.018,0.11,0.058029998,0.08906999,0.17771,0.114250004,0.041490003,0.054,0.004,-0.054,1.131,91.3,57.7,-0.069550395,1.837,0.664,54.985,4087000064.0,1352000000.0,buy,2.28571,92.30769,107.0,82.0,13.0,34000.0,NYQ,EQUITY,cube2_cluster0,2
DECK,Consumer Cyclical,Footwear & Accessories,14727528448,United States,Deckers Outdoor Corporation,15.250383,15.610063,,5.9767623,2.8737745,13175290880.0,10.233,,,0.0,,0.19311,0.17136,0.57633,0.43578997,0.21270001,0.169,0.24,0.204,1.054,223.98,93.72,-0.39258575,2.937,2.017,12.647,312071008.0,1720416000.0,buy,2.38462,126.76591,157.0,92.0,22.0,5500.0,NYQ,EQUITY,cube0_cluster1,2
ZBRA,Technology,Communication Equipment,14693739520,United States,Zebra Technologies Corporation,26.586016,18.01683,,4.0617003,2.8311636,16181740544.0,16.512,,,0.0,,0.10559,0.14462,0.48593,0.15875,0.06555,0.062,0.009,-0.009,1.752,427.76,205.73,-0.24870771,1.464,0.976,65.247,2360000000.0,872000000.0,buy,1.82353,372.33334,421.0,300.0,15.0,9900.0,NMS,EQUITY,cube1_cluster0,2
HOLX,Healthcare,Medical Instruments & Supplies,14661878784,United States,"Hologic, Inc.",27.127571,13.966102,,3.0249631,3.6301663,15301079040.0,12.254,,,0.0,,0.13793,0.25483,0.60858,0.11377,0.06686,0.012,0.049,0.002,0.627,84.39,51.9,-0.19777125,3.555,2.59,52.091,2522500096.0,1883299968.0,buy,2.21053,72.71429,80.0,65.0,14.0,7063.0,NMS,EQUITY,cube2_cluster0,2
CLX,Consumer Defensive,Household & Personal Products,14657886208,United States,The Clorox Company,18.443586,16.369,,45.615444,2.0633285,17505181696.0,12.531,4.12,4.96,0.7485,3.08,0.114020005,0.20976,0.45158002,1.69199,0.13095,0.045,0.555,0.537,0.515,171.37,116.53,-0.26307088,0.838,0.515,604.979,2916000000.0,167000000.0,hold,3.15789,130.35294,166.0,110.0,17.0,7600.0,NYQ,EQUITY,cube0_cluster0,2
KIM,Real Estate,REIT - Retail,14485317632,United States,Kimco Realty Corporation,25.771084,30.557142,,1.3768909,6.9148,22745661440.0,17.831,4.75,1.0,1.2073001,4.11,0.28538,0.33234,0.68894994,0.05632,0.02201,0.05,0.386,0.361,1.318,25.83,17.93,-0.123646975,2.151,2.146,77.343,8289573888.0,226552992.0,buy,2.32,24.57955,30.0,22.0,22.0,717.0,NYQ,EQUITY,cube2_cluster0,2
DPZ,Consumer Cyclical,Restaurants,14402150400,United States,"Domino's Pizza, Inc.",23.7,24.049322,,-3.758239,3.0122252,19859580928.0,20.578,1.7,6.96,0.3775,1.12,0.12489,0.18064,0.28506002,,0.30974,0.031,0.301,0.215,1.121,500.55,397.12,-0.044469416,0.597,0.33,,5299667968.0,295352000.0,buy,1.9697,499.13794,597.0,340.0,29.0,6400.0,NMS,EQUITY,cube2_cluster0,2
MAS,Industrials,Building Products & Equipment,14263943168,United States,Masco Corporation,17.514137,15.414026,,-169.90024,1.8614045,17331945472.0,11.555,1.88,1.24,0.3183,1.65,0.10505,0.20087999,0.3637,5.14458,0.15899,-0.019,0.094,0.047,1.177,86.7,56.55,-0.2248326,1.818,1.062,2149.333,3224000000.0,390000000.0,buy,2.5,75.72222,85.0,65.0,18.0,18000.0,NYQ,EQUITY,cube2_cluster0,2
BLDR,Industrials,Building Products & Equipment,14159955968,United States,"Builders FirstSource, Inc.",19.378214,10.99485,,3.3888035,0.88808554,18571610112.0,10.321,,,0.0,,0.04744,0.073520005,0.31577,0.17833,0.069180004,-0.05,-0.422,-0.462,1.625,201.53,102.6,-0.3832516,1.792,1.007,127.199,5314510848.0,87020000.0,buy,1.94737,140.5,158.0,125.0,20.0,29000.0,NYQ,EQUITY,cube2_cluster1,2
COO,Healthcare,Medical Instruments & Supplies,14157184000,United States,"The Cooper Companies, Inc.",34.07177,17.453432,,1.6948305,3.4993162,16510783488.0,14.833,,,0.0,0.02,0.1008,0.16570999,0.6696,0.050100002,0.03794,0.057,-0.058,-0.061,1.023,109.37,61.78,-0.36158454,2.116,0.908,29.67,2478299904.0,124900000.0,buy,2.10526,83.0,96.0,64.0,17.0,16000.0,NMS,EQUITY,cube1_cluster1,2
CF,Basic Materials,Agricultural Inputs,14287634432,United States,"CF Industries Holdings, Inc.",11.564,14.033981,,2.8304288,2.216168,18545913856.0,6.514,2.27,2.0,0.26209998,2.15,0.20195,0.34021,0.35598,0.19795,0.08828,0.202,0.031,-0.081,0.918,104.45,67.34,0.036910772,3.224,2.737,42.527,3326000128.0,1686000000.0,hold,2.68421,93.58824,110.0,78.0,17.0,2800.0,NYQ,EQUITY,cube2_cluster0,2
JBHT,Industrials,Integrated Freight & Logistics,13490915328,United States,"J.B. Hunt Transport Services, Inc.",25.11171,19.410864,,3.690747,1.1182703,15477774336.0,9.94,1.27,1.76,0.3164,0.88,0.04591,0.06737,0.18792,0.14328,0.06057,-0.0,-0.008,-0.053,1.243,200.4,122.79,-0.20916116,0.873,0.638,55.748,2037760000.0,50901000.0,buy,2.0,156.0,175.0,133.0,24.0,33646.0,NMS,EQUITY,cube1_cluster1,2
HRL,Consumer Defensive,Packaged Foods,13155962880,United States,Hormel Foods Corporation,17.208633,14.153846,,1.6275431,1.0910034,15392022528.0,11.918,4.93,1.16,0.84120005,2.81,0.06257,0.08015,0.16363001,0.09442,0.048410002,0.046,0.031,0.04,0.296,33.8,23.1311,-0.24373794,2.469,1.074,35.301,2856904960.0,630668992.0,buy,2.5,28.75,34.0,25.0,8.0,20000.0,NYQ,EQUITY,cube0_cluster1,2
NDSN,Industrials,Specialty Industrial Machinery,13112197120,United States,Nordson Corporation,29.354717,22.417868,,4.3973994,4.709251,15025173504.0,17.91,1.42,3.28,0.3925,1.02,0.16341999,0.26538,0.5456,0.15594,0.0769,0.121,0.088,0.072,0.967,266.86,165.03,-0.10366279,1.694,0.941,74.482,2220894976.0,147788000.0,buy,2.0,257.3,285.0,224.0,10.0,7700.0,NMS,EQUITY,cube2_cluster0,2
REG,Real Estate,REIT - Retail,13057638400,United States,Regency Centers Corporation,33.399998,34.19524,,2.0149274,8.435559,18291701760.0,18.665,3.95,2.82,1.3014,4.01,0.26071,0.40392,0.71344,0.05969,0.03033,0.068,0.037,0.033,1.101,78.18,63.44,-0.0015365481,0.788,0.671,73.57,5044620800.0,159088000.0,buy,1.85714,80.0,86.0,75.0,20.0,495.0,NMS,EQUITY,cube2_cluster0,2
